file:	/home/chen/code/csa/data/bible
rld 325
rld 325
rld 325
rld 325
rld 326
rld 326
rld 326
rld 326
rld 327
rld 327
rld 327
rld 327
rld 328
rld 328
rld 328
rld 328
rld 329
rld 329
rld 329
rld 329
rld 330
rld 330
rld 330
rld 330
rld 331
rld 331
rld 331
rld 331
rld 332
rld 332
rld 332
rld 332
rld 333
rld 333
rld 333
rld 333
rld 334
rld 334
rld 334
rld 334
rld 335
rld 335
rld 335
rld 335
rld 336
rld 336
rld 336
rld 336
rld 337
rld 337
rld 337
rld 337
rld 338
rld 338
rld 338
rld 338
rld 339
rld 339
rld 339
rld 339
rld 340
rld 340
rld 340
rld 340
rld 341
rld 341
rld 341
rld 341
rld 342
rld 342
rld 342
rld 342
rld 343
rld 343
rld 343
rld 343
rld 344
rld 344
rld 344
rld 344
rld 345
rld 345
rld 345
rld 345
rld 346
rld 346
rld 346
rld 346
rld 347
rld 347
rld 347
rld 347
rld 348
rld 348
rld 348
rld 348
rld 349
rld 349
rld 349
rld 349
rld 350
rld 350
rld 350
rld 350
rld 351
rld 351
rld 351
rld 351
rld 352
rld 352
rld 352
rld 352
rld 353
rld 353
rld 353
rld 353
rld 354
rld 354
rld 354
rld 354
rld 355
rld 355
rld 355
rld 355
rld 356
rld 356
rld 356
rld 356
rld 357
rld 357
rld 357
rld 357
rld 358
rld 358
rld 358
rld 358
rld 359
rld 359
rld 359
rld 359
rld 360
rld 360
rld 360
rld 360
rld 361
rld 361
rld 361
rld 361
rld 362
rld 362
rld 362
rld 362
rld 363
rld 363
rld 363
rld 363
rld 364
rld 364
rld 364
rld 364
rld 365
rld 365
rld 365
rld 365
rld 366
rld 366
rld 366
rld 366
rld 367
rld 367
rld 367
rld 367
rld 368
rld 368
rld 368
rld 368
rld 369
rld 369
rld 369
rld 369
rld 370
rld 370
rld 370
rld 370
rld 371
rld 371
rld 371
rld 371
rld 372
rld 372
rld 372
rld 372
rld 373
rld 373
rld 373
rld 373
rld 374
rld 374
rld 374
rld 374
rld 375
rld 375
rld 375
rld 375
rld 376
rld 376
rld 376
rld 376
rld 377
rld 377
rld 377
rld 377
rld 378
rld 378
rld 378
rld 378
rld 379
rld 379
rld 379
rld 379
rld 380
rld 380
rld 380
rld 380
rld 381
rld 381
rld 381
rld 381
rld 382
rld 382
rld 382
rld 382
rld 383
rld 383
rld 383
rld 383
rld 384
rld 384
rld 384
rld 384
rld 385
rld 385
rld 385
rld 385
rld 386
rld 386
rld 386
rld 386
rld 387
rld 387
rld 387
rld 387
rld 388
rld 388
rld 388
rld 388
rld 389
rld 389
rld 389
rld 389
rld 390
rld 390
rld 390
rld 390
rld 391
rld 391
rld 391
rld 391
rld 392
rld 392
rld 392
rld 392
rld 393
rld 393
rld 393
rld 393
rld 394
rld 394
rld 394
rld 394
rld 395
rld 395
rld 395
rld 395
rld 396
rld 396
rld 396
rld 396
rld 397
rld 397
rld 397
rld 397
rld 398
rld 398
rld 398
rld 398
rld 399
rld 399
rld 399
rld 399
rld 400
rld 400
rld 400
rld 400
rld 401
rld 401
rld 401
rld 401
rld 402
rld 402
rld 402
rld 402
rld 403
rld 403
rld 403
rld 403
rld 404
rld 404
rld 404
rld 404
rld 405
rld 405
rld 405
rld 405
rld 406
rld 406
rld 406
rld 406
rld 407
rld 407
rld 407
rld 407
rld 408
rld 408
rld 408
rld 408
rld 409
rld 409
rld 409
rld 409
rld 410
rld 410
rld 410
rld 410
rld 411
rld 411
rld 411
rld 411
rld 412
rld 412
rld 412
rld 412
rld 413
rld 413
rld 413
rld 413
rld 414
rld 414
rld 414
rld 414
rld 415
rld 415
rld 415
rld 415
rld 416
rld 416
rld 416
rld 416
rld 417
rld 417
rld 417
rld 417
rld 418
rld 418
rld 418
rld 418
rld 419
rld 419
rld 419
rld 419
rld 420
rld 420
rld 420
rld 420
rld 421
rld 421
rld 421
rld 421
rld 422
rld 422
rld 422
rld 422
rld 423
rld 423
rld 423
rld 423
rld 424
rld 424
rld 424
rld 424
rld 425
rld 425
rld 425
rld 425
rld 426
rld 426
rld 426
rld 426
rld 427
rld 427
rld 427
rld 427
rld 428
rld 428
rld 428
rld 428
rld 429
rld 429
rld 429
rld 429
rld 430
rld 430
rld 430
rld 430
rld 431
rld 431
rld 431
rld 431
rld 432
rld 432
rld 432
rld 432
rld 433
rld 433
rld 433
rld 433
rld 434
rld 434
rld 434
rld 434
rld 435
rld 435
rld 435
rld 435
rld 436
rld 436
rld 436
rld 436
rld 437
rld 437
rld 437
rld 437
rld 438
rld 438
rld 438
rld 438
rld 439
rld 439
rld 439
rld 439
rld 440
rld 440
rld 440
rld 440
rld 441
rld 441
rld 441
rld 441
rld 442
rld 442
rld 442
rld 442
rld 443
rld 443
rld 443
rld 443
rld 444
rld 444
rld 444
rld 444
rld 445
rld 445
rld 445
rld 445
rld 446
rld 446
rld 446
rld 446
rld 447
rld 447
rld 447
rld 447
rld 448
rld 448
rld 448
rld 448
rld 449
rld 449
rld 449
rld 449
rld 450
rld 450
rld 450
rld 450
rld 451
rld 451
rld 451
rld 451
rld 452
rld 452
rld 452
rld 452
rld 453
rld 453
rld 453
rld 453
rld 454
rld 454
rld 454
rld 454
rld 455
rld 455
rld 455
rld 455
rld 456
rld 456
rld 456
rld 456
rld 457
rld 457
rld 457
rld 457
rld 458
rld 458
rld 458
rld 458
rld 459
rld 459
rld 459
rld 459
rld 460
rld 460
rld 460
rld 460
rld 461
rld 461
rld 461
rld 461
rld 462
rld 462
rld 462
rld 462
rld 463
rld 463
rld 463
rld 463
rld 464
rld 464
rld 464
rld 464
rld 465
rld 465
rld 465
rld 465
rld 466
rld 466
rld 466
rld 466
rld 467
rld 467
rld 467
rld 467
rld 468
rld 468
rld 468
rld 468
rld 469
rld 469
rld 469
rld 469
rld 470
rld 470
rld 470
rld 470
rld 471
rld 471
rld 471
rld 471
rld 472
rld 472
rld 472
rld 472
rld 473
rld 473
rld 473
rld 473
rld 474
rld 474
rld 474
rld 474
rld 475
rld 475
rld 475
rld 475
rld 476
rld 476
rld 476
rld 476
rld 477
rld 477
rld 477
rld 477
rld 478
rld 478
rld 478
rld 478
rld 479
rld 479
rld 479
rld 479
rld 480
rld 480
rld 480
rld 480
rld 481
rld 481
rld 481
rld 481
rld 482
rld 482
rld 482
rld 482
rld 483
rld 483
rld 483
rld 483
rld 484
rld 484
rld 484
rld 484
rld 485
rld 485
rld 485
rld 485
rld 486
rld 486
rld 486
rld 486
rld 487
rld 487
rld 487
rld 487
rld 488
rld 488
rld 488
rld 488
rld 489
rld 489
rld 489
rld 489
rld 490
rld 490
rld 490
rld 490
rld 491
rld 491
rld 491
rld 491
rld 492
rld 492
rld 492
rld 492
rld 493
rld 493
rld 493
rld 493
rld 494
rld 494
rld 494
rld 494
rld 495
rld 495
rld 495
rld 495
rld 496
rld 496
rld 496
rld 496
rld 497
rld 497
rld 497
rld 497
rld 498
rld 498
rld 498
rld 498
rld 499
rld 499
rld 499
rld 499
rld 500
rld 500
rld 500
rld 500
rld 501
rld 501
rld 501
rld 501
rld 502
rld 502
rld 502
rld 502
rld 503
rld 503
rld 503
rld 503
rld 504
rld 504
rld 504
rld 504
rld 505
rld 505
rld 505
rld 505
rld 506
rld 506
rld 506
rld 506
rld 507
rld 507
rld 507
rld 507
rld 508
rld 508
rld 508
rld 508
rld 509
rld 509
rld 509
rld 509
rld 510
rld 510
rld 510
rld 510
rld 511
rld 511
rld 511
rld 511
rld 512
rld 512
rld 512
rld 513
rld 513
rld 514
rld 514
rld 515
rld 515
rld 516
rld 516
rld 517
rld 517
rld 518
rld 518
rld 519
rld 519
rld 520
rld 520
rld 521
rld 521
rld 522
rld 522
rld 523
rld 523
rld 524
rld 524
rld 525
rld 525
rld 526
rld 526
rld 527
rld 527
rld 528
rld 528
rld 529
rld 529
rld 530
rld 530
rld 531
rld 531
rld 532
rld 532
rld 533
rld 533
rld 534
rld 534
rld 535
rld 535
rld 536
rld 536
rld 537
rld 537
rld 538
rld 538
rld 539
rld 539
rld 540
rld 540
rld 541
rld 541
rld 542
rld 542
rld 543
rld 543
rld 544
rld 544
rld 545
rld 545
rld 546
rld 546
rld 547
rld 547
rld 548
rld 548
rld 549
rld 549
rld 550
rld 550
rld 551
rld 551
rld 552
rld 552
rld 553
rld 553
rld 554
rld 554
rld 555
rld 555
rld 556
rld 556
rld 557
rld 557
rld 558
rld 558
rld 559
rld 559
rld 560
rld 560
rld 561
rld 561
rld 562
rld 562
rld 563
rld 563
rld 564
rld 564
rld 565
rld 565
rld 566
rld 566
rld 567
rld 567
rld 568
rld 568
rld 569
rld 569
rld 570
rld 570
rld 571
rld 571
rld 572
rld 572
rld 573
rld 573
rld 574
rld 574
rld 575
rld 575
rld 576
rld 576
rld 577
rld 577
rld 578
rld 578
rld 579
rld 579
rld 580
rld 580
rld 581
rld 581
rld 582
rld 582
rld 583
rld 583
rld 584
rld 584
rld 585
rld 585
rld 586
rld 586
rld 587
rld 587
rld 588
rld 588
rld 589
rld 589
rld 590
rld 590
rld 591
rld 591
rld 592
rld 592
rld 593
rld 593
rld 594
rld 594
rld 595
rld 595
rld 596
rld 596
rld 597
rld 597
rld 598
rld 598
rld 599
rld 599
rld 600
rld 600
rld 601
rld 601
rld 602
rld 602
rld 603
rld 603
rld 604
rld 604
rld 605
rld 605
rld 606
rld 606
rld 607
rld 607
rld 608
rld 608
rld 609
rld 609
rld 610
rld 610
rld 611
rld 611
rld 612
rld 612
rld 613
rld 613
rld 614
rld 614
rld 615
rld 615
rld 616
rld 616
rld 617
rld 617
rld 618
rld 618
rld 619
rld 619
rld 620
rld 620
rld 621
rld 621
rld 622
rld 622
rld 623
rld 623
rld 624
rld 624
rld 625
rld 625
rld 626
rld 626
rld 627
rld 627
rld 628
rld 628
rld 629
rld 629
rld 630
rld 630
rld 631
rld 631
rld 632
rld 632
rld 633
rld 633
rld 634
rld 634
rld 635
rld 635
rld 636
rld 636
rld 637
rld 637
rld 638
rld 638
rld 639
rld 639
rld 640
rld 640
rld 641
rld 641
rld 642
rld 642
rld 643
rld 643
rld 644
rld 644
rld 645
rld 645
rld 646
rld 646
rld 647
rld 647
rld 648
rld 648
rld 649
rld 649
rld 650
rld 650
rld 651
rld 651
rld 652
rld 652
rld 653
rld 653
rld 654
rld 654
rld 655
rld 655
rld 656
rld 656
rld 657
rld 657
rld 658
rld 658
rld 659
rld 659
rld 660
rld 660
rld 661
rld 661
rld 662
rld 662
rld 663
rld 663
rld 664
rld 664
rld 665
rld 665
rld 666
rld 666
rld 667
rld 667
rld 668
rld 668
rld 669
rld 669
rld 670
rld 670
rld 671
rld 671
rld 672
rld 672
rld 673
rld 673
rld 674
rld 674
rld 675
rld 675
rld 676
rld 676
rld 677
rld 677
rld 678
rld 678
rld 679
rld 679
rld 680
rld 680
rld 681
rld 681
rld 682
rld 682
rld 683
rld 683
rld 684
rld 684
rld 685
rld 685
rld 686
rld 686
rld 687
rld 687
rld 688
rld 688
rld 689
rld 689
rld 690
rld 690
rld 691
rld 691
rld 692
rld 692
rld 693
rld 693
rld 694
rld 694
rld 695
rld 695
rld 696
rld 696
rld 697
rld 697
rld 698
rld 698
rld 699
rld 699
rld 700
rld 700
rld 701
rld 701
rld 702
rld 702
rld 703
rld 703
rld 704
rld 704
rld 705
rld 705
rld 706
rld 706
rld 707
rld 707
rld 708
rld 708
rld 709
rld 709
rld 710
rld 710
rld 711
rld 711
rld 712
rld 712
rld 713
rld 713
rld 714
rld 714
rld 715
rld 715
rld 716
rld 716
rld 717
rld 717
rld 718
rld 718
rld 719
rld 719
rld 720
rld 720
rld 721
rld 721
rld 722
rld 722
rld 723
rld 723
rld 724
rld 724
rld 725
rld 725
rld 726
rld 726
rld 727
rld 727
rld 728
rld 728
rld 729
rld 729
rld 730
rld 730
rld 731
rld 731
rld 732
rld 732
rld 733
rld 733
rld 734
rld 734
rld 735
rld 735
rld 736
rld 736
rld 737
rld 737
rld 738
rld 738
rld 739
rld 739
rld 740
rld 740
rld 741
rld 741
rld 742
rld 742
rld 743
rld 743
rld 744
rld 744
rld 745
rld 745
rld 746
rld 746
rld 747
rld 747
rld 748
rld 748
rld 749
rld 749
rld 750
rld 750
rld 751
rld 751
rld 752
rld 752
rld 753
rld 753
rld 754
rld 754
rld 755
rld 755
rld 756
rld 756
rld 757
rld 757
rld 758
rld 758
rld 759
rld 759
rld 760
rld 760
rld 761
rld 761
rld 762
rld 762
rld 763
rld 763
rld 764
rld 764
rld 765
rld 765
rld 766
rld 766
rld 767
rld 767
rld 768
rld 768
rld 769
rld 769
rld 770
rld 770
rld 771
rld 771
rld 772
rld 772
rld 773
rld 773
rld 774
rld 774
rld 775
rld 775
rld 776
rld 776
rld 777
rld 777
rld 778
rld 778
rld 779
rld 779
rld 780
rld 780
rld 781
rld 781
rld 782
rld 782
rld 783
rld 783
rld 784
rld 784
rld 785
rld 785
rld 786
rld 786
rld 787
rld 787
rld 788
rld 788
rld 789
rld 789
rld 790
rld 790
rld 791
rld 791
rld 792
rld 792
rld 793
rld 793
rld 794
rld 794
rld 795
rld 795
rld 796
rld 796
rld 797
rld 797
rld 798
rld 798
rld 799
rld 799
rld 800
rld 800
rld 801
rld 801
rld 802
rld 802
rld 803
rld 803
rld 804
rld 804
rld 805
rld 805
rld 806
rld 806
rld 807
rld 807
rld 808
rld 808
rld 809
rld 809
rld 810
rld 810
rld 811
rld 811
rld 812
rld 812
rld 813
rld 813
rld 814
rld 814
rld 815
rld 815
rld 816
rld 816
rld 817
rld 817
rld 818
rld 818
rld 819
rld 819
rld 820
rld 820
rld 821
rld 821
rld 822
rld 822
rld 823
rld 823
rld 824
rld 824
rld 825
rld 825
rld 826
rld 826
rld 827
rld 827
rld 828
rld 828
rld 829
rld 829
rld 830
rld 830
rld 831
rld 831
rld 832
rld 832
rld 833
rld 833
rld 834
rld 834
rld 835
rld 835
rld 836
rld 836
rld 837
rld 837
rld 838
rld 838
rld 839
rld 839
rld 840
rld 840
rld 841
rld 841
rld 842
rld 842
rld 843
rld 843
rld 844
rld 844
rld 845
rld 845
rld 846
rld 846
rld 847
rld 847
rld 848
rld 848
rld 849
rld 849
rld 850
rld 850
rld 851
rld 851
rld 852
rld 852
rld 853
rld 853
rld 854
rld 854
rld 855
rld 855
rld 856
rld 856
rld 857
rld 857
rld 858
rld 858
rld 859
rld 859
rld 860
rld 860
rld 861
rld 861
rld 862
rld 862
rld 863
rld 863
rld 864
rld 864
rld 865
rld 865
rld 866
rld 866
rld 867
rld 867
rld 868
rld 868
rld 869
rld 869
rld 870
rld 870
rld 871
rld 871
rld 872
rld 872
rld 873
rld 873
rld 874
rld 874
rld 875
rld 875
rld 876
rld 876
rld 877
rld 877
rld 878
rld 878
rld 879
rld 879
rld 880
rld 880
rld 881
rld 881
rld 882
rld 882
rld 883
rld 883
rld 884
rld 884
rld 885
rld 885
rld 886
rld 886
rld 887
rld 887
rld 888
rld 888
rld 889
rld 889
rld 890
rld 890
rld 891
rld 891
rld 892
rld 892
rld 893
rld 893
rld 894
rld 894
rld 895
rld 895
rld 896
rld 896
rld 897
rld 897
rld 898
rld 898
rld 899
rld 899
rld 900
rld 900
rld 901
rld 901
rld 902
rld 902
rld 903
rld 903
rld 904
rld 904
rld 905
rld 905
rld 906
rld 906
rld 907
rld 907
rld 908
rld 908
rld 909
rld 909
rld 910
rld 910
rld 911
rld 911
rld 912
rld 912
rld 913
rld 913
rld 914
rld 914
rld 915
rld 915
rld 916
rld 916
rld 917
rld 917
rld 918
rld 918
rld 919
rld 919
rld 920
rld 920
rld 921
rld 921
rld 922
rld 922
rld 923
rld 923
rld 924
rld 924
rld 925
rld 925
rld 926
rld 926
rld 927
rld 927
rld 928
rld 928
rld 929
rld 929
rld 930
rld 930
rld 931
rld 931
rld 932
rld 932
rld 933
rld 933
rld 934
rld 934
rld 935
rld 935
rld 936
rld 936
rld 937
rld 937
rld 938
rld 938
rld 939
rld 939
rld 940
rld 940
rld 941
rld 941
rld 942
rld 942
rld 943
rld 943
rld 944
rld 944
rld 945
rld 945
rld 946
rld 946
rld 947
rld 947
rld 948
rld 948
rld 949
rld 949
rld 950
rld 950
rld 951
rld 951
rld 952
rld 952
rld 953
rld 953
rld 954
rld 954
rld 955
rld 955
rld 956
rld 956
rld 957
rld 957
rld 958
rld 958
rld 959
rld 959
rld 960
rld 960
rld 961
rld 961
rld 962
rld 962
rld 963
rld 963
rld 964
rld 964
rld 965
rld 965
rld 966
rld 966
rld 967
rld 967
rld 968
rld 968
rld 969
rld 969
rld 970
rld 970
rld 971
rld 971
rld 972
rld 972
rld 973
rld 973
rld 974
rld 974
rld 975
rld 975
rld 976
rld 976
rld 977
rld 977
rld 978
rld 978
rld 979
rld 979
rld 980
rld 980
rld 981
rld 981
rld 982
rld 982
rld 983
rld 983
rld 984
rld 984
rld 985
rld 985
rld 986
rld 986
rld 987
rld 987
rld 988
rld 988
rld 989
rld 989
rld 990
rld 990
rld 991
rld 991
rld 992
rld 992
rld 993
rld 993
rld 994
rld 994
rld 995
rld 995
rld 996
rld 996
rld 997
rld 997
rld 998
rld 998
rld 999
rld 999
rld 1000
rld 1000
rld 1001
rld 1001
rld 1002
rld 1002
rld 1003
rld 1003
rld 1004
rld 1004
rld 1005
rld 1005
rld 1006
rld 1006
rld 1007
rld 1007
rld 1008
rld 1008
rld 1009
rld 1009
rld 1010
rld 1010
rld 1011
rld 1011
rld 1012
rld 1012
rld 1013
rld 1013
rld 1014
rld 1014
rld 1015
rld 1015
rld 1016
rld 1016
rld 1017
rld 1017
rld 1018
rld 1018
rld 1019
rld 1019
rld 1020
rld 1020
rld 1021
rld 1021
rld 1022
rld 1022
rld 1023
rld 1023
rld 1024
gam 256
	build-time: 791006
	count-time: 33.5662
	come-ratio: 2.61642
